q_A;q_B;x1;x2;x3;x4;x1_pred;x2_pred;x3_pred;x4_pred
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714;65.37515073890378;64.98201463176996;65.90206440432354;65.8157923349714
452.78;555.56;65.3575618500149;65.13744426139958;65.82600884876798;65.84501826089732;65.30502581596375;64.98865902423859;65.88382065296173;65.77252060174942
452.78;555.56;65.42271825121811;65.00330614227506;66.04425996697826;66.02757147350316;65.24704730510712;65.01549625396729;65.88382065296173;65.7523462176323
452.78;555.56;65.37187545850811;64.94205565464364;65.90891408558214;65.8850054769995;65.19630444049835;65.04239571094513;65.88382065296173;65.7362499833107
452.78;555.56;65.26757115544184;65.01292540555826;65.8676698228642;65.88055459259967;65.14237761497498;65.04372668266296;65.88382065296173;65.71882605552673
452.78;555.56;65.25106872506439;65.12501630978532;65.73136419113008;66.01658223244155;65.08759343624115;65.06286156177521;65.88382065296173;65.69772720336914
452.78;555.56;65.2728043179484;65.1283154100963;65.50380832969196;65.83815654735866;65.03496992588043;65.06780171394348;65.88382065296173;65.68039178848267
452.78;555.56;65.41022662748789;64.67753244799935;65.25496474030822;65.9456850682473;64.9798469543457;65.06737303733826;65.88382065296173;65.66386610269547
452.78;555.56;65.56799773413096;64.72984968551859;65.15995177774502;66.20450093664314;64.93438994884491;65.0643550157547;65.88382065296173;65.64515054225922
452.78;555.56;65.54141556594102;64.62850772590902;65.19856489371732;66.21555085628809;64.90865206718445;65.06096017360687;65.88382065296173;65.63314229249954
452.78;555.56;65.44645749565406;64.54313135906796;65.24754146399243;66.08185866212193;64.88022804260254;65.06416141986847;65.88382065296173;65.61748534440994
452.78;555.56;65.32314826931847;64.55292467153402;65.16004294968361;66.06321805106901;64.84987497329712;65.06368088722229;65.88382065296173;65.60859471559525
452.78;555.56;65.18640516926422;64.65769197439533;65.09155220093044;65.92412403744599;64.82791221141815;65.06133353710175;65.88382065296173;65.593301653862
452.78;555.56;65.23364340448533;64.52431990629682;65.21926549750758;66.2272043733432;64.80122363567352;65.06308972835541;65.88382065296173;65.58282762765884
452.78;555.56;65.2329668940385;64.60463621731391;65.60486491041353;66.14154595504242;64.77244007587433;65.0621874332428;65.88382065296173;65.56338101625443
452.78;555.56;65.44184471444794;64.57195337649463;65.50755049473342;66.35251544489952;64.7509993314743;65.06329023838043;65.88382065296173;65.5559229850769
452.78;555.56;65.44031449146925;64.61527586332681;65.68204869625356;66.0104462760556;64.7186861038208;65.05632078647614;65.88382065296173;65.54173141717911
452.78;555.56;65.52204805914899;64.65300455623513;65.52047457508571;65.87026645935183;64.69203901290894;65.06096017360687;65.88382065296173;65.53178191184998
452.78;555.56;65.3339715973765;64.60219742594799;65.20312641453823;65.96680677760888;64.66970980167389;65.06284773349762;65.88382065296173;65.51726579666138
452.78;555.56;65.5369069644246;64.73688404181364;65.23850968517702;65.7121759296664;64.64111638069153;65.06153059005737;65.88382065296173;65.50724416971207
452.78;555.56;65.27241066721223;64.86281897642004;65.30469377903589;65.70486164493454;64.61428260803223;65.06656408309937;65.88382065296173;65.5040642619133
452.78;555.56;65.0952319598802;64.98034038875095;65.43787476705813;65.77344112372354;64.59183585643768;65.05699145793915;65.88382065296173;65.49206584692001
452.78;555.56;65.07170119697675;64.99238594354445;65.68641942044385;66.06216688752241;64.59183585643768;65.05699145793915;65.88382065296173;65.48322439193726
452.78;555.56;65.13928413351323;64.87187633251963;65.70326076764457;65.7716149784462;64.59183585643768;65.05699145793915;65.88382065296173;65.48069030046463
452.78;555.56;64.98572793376843;64.53115134546799;65.868691131889;65.56121404999634;64.59183585643768;65.05699145793915;65.88382065296173;65.47784805297852
452.78;555.56;64.95075616653395;64.45398311915686;66.03194244081915;65.55806616263429;64.59145903587341;65.05317485332489;65.88382065296173;65.46775430440903
452.78;555.56;64.8419609451279;64.31194417701384;66.38341520919899;65.62614484730187;64.59145903587341;65.05317485332489;65.88382065296173;65.46126663684845
452.78;555.56;65.02807650493155;64.36230849662272;66.15370758827746;65.68918686326683;64.59145903587341;65.05317485332489;65.88382065296173;65.45309722423553
452.78;555.56;64.87306848380523;64.44350599962208;66.30175535657115;65.80659594317648;64.59145903587341;65.05317485332489;65.88382065296173;65.4493698477745
452.78;555.56;64.81668574292227;64.57757816090695;66.14537825920958;65.74189093542762;64.58971321582794;65.05353438854218;65.88382065296173;65.43928265571594
452.78;555.56;64.80051340738804;64.65354889964716;66.27117645210316;65.82768337540793;64.56296241283417;65.05629658699036;65.88382065296173;65.43159514665604
452.78;555.56;64.83520259652636;64.55539559733893;66.26458451557689;65.60123213254982;64.56296241283417;65.05629658699036;65.88382065296173;65.42645156383514
452.78;555.56;64.66763123717783;64.16775416616527;66.22256966178607;65.76997544034293;64.56296241283417;65.05629658699036;65.88382065296173;65.42494356632233
